trade_id,asset,group,direction,entry_ts,exit_ts,entry_price,exit_price,best_tf,best_period,confidence,pvt_r,leverage,position_usd,exit_reason,bars_held,duration_hours,pnl_pct,pnl_usd,peak_r
771,TIA,C,LONG,2026-01-07 09:25:00+00:00,2026-01-07 10:10:00+00:00,0.5907,0.5815,5m,56,0.8889036958188884,0.9057074299346967,1,700.0000000000001,HARD_SL_HIT,9,0.75,-1.6375,-11.46,0.8889
773,SOL,A,SHORT,2026-01-07 10:00:00+00:00,2026-01-07 11:25:00+00:00,136.79,137.88,5m,20,0.9318859794440678,0.8811359571098459,1,700.0000000000001,TREND_EXHAUSTION,17,1.42,-0.8768,-6.14,0.9553
765,LTC,A,LONG,2026-01-07 00:30:00+00:00,2026-01-07 12:30:00+00:00,83.53,82.14,5m,81,0.9217937463351731,0.8843427703103699,1,700.0000000000001,HARD_SL_HIT,144,12.0,-1.7441,-12.21,0.9218
769,BNB,A,LONG,2026-01-07 08:00:00+00:00,2026-01-07 13:05:00+00:00,919.2,904.25,5m,51,0.943134914719071,0.9337731520355019,1,700.0000000000001,HARD_SL_HIT,61,5.08,-1.7064,-11.94,0.9463
774,AR,B,SHORT,2026-01-07 10:05:00+00:00,2026-01-07 13:10:00+00:00,4.005,3.985,5m,22,0.9216159257632983,0.8702252359598371,1,600.0,TREND_EXHAUSTION,37,3.08,0.4194,2.52,0.9492
778,ATOM,B,SHORT,2026-01-07 12:35:00+00:00,2026-01-07 13:50:00+00:00,2.401,2.447,5m,55,0.9179371268331049,0.9123894267235334,1,600.0,HARD_SL_HIT,15,1.25,-1.9959,-11.98,0.9212
777,ADA,A,LONG,2026-01-07 11:30:00+00:00,2026-01-07 14:00:00+00:00,0.4144,0.4066,5m,20,0.8883945209924903,0.9102660759459101,1,700.0000000000001,HARD_SL_HIT,30,2.5,-1.9622,-13.74,0.9127
780,PEPE,C,SHORT,2026-01-07 13:15:00+00:00,2026-01-07 14:40:00+00:00,6.56e-06,6.68e-06,5m,63,0.9318239168252033,0.8910366475860138,1,525.0000000000001,HARD_SL_HIT,17,1.42,-1.9093,-10.02,0.9361
782,SUI,C,SHORT,2026-01-07 14:10:00+00:00,2026-01-07 21:35:00+00:00,1.8674,1.8117,5m,41,0.9344967317027749,0.9533254337727036,1,700.0000000000001,TREND_EXHAUSTION,89,7.42,2.9028,20.32,0.9429
775,WIF,C,SHORT,2026-01-07 10:10:00+00:00,2026-01-08 02:50:00+00:00,0.4093,0.3924,5m,21,0.8896985754029917,0.8887037885429953,1,525.0000000000001,TIME_BARRIER,200,16.67,4.049,21.26,0.9406
776,SEI,C,SHORT,2026-01-07 10:15:00+00:00,2026-01-08 02:55:00+00:00,0.1272,0.1247,5m,24,0.8917428590785026,0.8649167039686889,1,700.0000000000001,TIME_BARRIER,200,16.67,1.8854,13.2,0.9105
779,BTC,A,SHORT,2026-01-07 13:10:00+00:00,2026-01-08 05:50:00+00:00,91821.1,90797.6,5m,22,0.8660884704864511,0.8617276680667354,1,700.0000000000001,TIME_BARRIER,200,16.67,1.0347,7.24,0.8829
781,ETH,A,SHORT,2026-01-07 13:55:00+00:00,2026-01-08 06:35:00+00:00,3209.68,3120.5,5m,135,0.8910910248180612,0.875753706477919,1,700.0000000000001,TIME_BARRIER,200,16.67,2.6985,18.89,0.9461
786,ADA,A,SHORT,2026-01-08 03:00:00+00:00,2026-01-08 06:50:00+00:00,0.4001,0.3931,5m,20,0.8751852217206667,0.8896193670163917,1,700.0000000000001,TREND_EXHAUSTION,46,3.83,1.6696,11.69,0.9501
783,SOL,A,SHORT,2026-01-07 14:45:00+00:00,2026-01-08 07:25:00+00:00,137.48,135.46,5m,192,0.8606888127893326,0.8893877589361076,1,700.0000000000001,TIME_BARRIER,200,16.67,1.3893,9.73,0.9055
789,NEAR,B,SHORT,2026-01-08 06:55:00+00:00,2026-01-08 08:00:00+00:00,1.684,1.714,5m,22,0.9370265851794278,0.9363287076068901,1,600.0,HARD_SL_HIT,13,1.08,-1.8615,-11.17,0.9461
784,XRP,A,SHORT,2026-01-07 21:40:00+00:00,2026-01-08 14:20:00+00:00,2.179,2.0776,5m,176,0.9534081602155465,0.9439456493654083,1,700.0000000000001,TIME_BARRIER,200,16.67,4.5735,32.01,0.9534
792,XRP,A,SHORT,2026-01-08 14:25:00+00:00,2026-01-08 15:25:00+00:00,2.0777,2.1113,5m,163,0.9628819641942234,0.9766279576903565,1,700.0000000000001,HARD_SL_HIT,12,1.0,-1.6972,-11.88,0.9633
785,STX,B,SHORT,2026-01-08 02:55:00+00:00,2026-01-08 15:55:00+00:00,0.3463,0.3521,5m,196,0.9428079293505438,0.9538251345456124,1,600.0,HARD_SL_HIT,156,13.0,-1.7548,-10.53,0.9437
790,SOL,A,SHORT,2026-01-08 07:30:00+00:00,2026-01-08 16:45:00+00:00,135.45,137.64,5m,37,0.9397275431186928,0.9353757960629032,1,700.0000000000001,HARD_SL_HIT,111,9.25,-1.6968,-11.88,0.9397
795,BCH,A,LONG,2026-01-08 16:50:00+00:00,2026-01-08 17:55:00+00:00,639.81,628.1,5m,40,0.9348618040921594,0.914300352536643,1,700.0000000000001,HARD_SL_HIT,13,1.08,-1.9102,-13.37,0.9349
796,DOT,A,LONG,2026-01-08 18:00:00+00:00,2026-01-08 19:55:00+00:00,2.147,2.113,5m,62,0.8889236070405824,0.8864079141296378,1,700.0000000000001,HARD_SL_HIT,23,1.92,-1.6636,-11.65,0.8889
788,APT,C,SHORT,2026-01-08 06:40:00+00:00,2026-01-08 21:35:00+00:00,1.842,1.83,5m,20,0.8902669115120201,0.8901029104960143,1,700.0000000000001,TREND_EXHAUSTION,179,14.92,0.5715,4.0,0.9611
797,INJ,B,SHORT,2026-01-08 20:00:00+00:00,2026-01-08 22:15:00+00:00,5.164,5.235,5m,26,0.9110137539799138,0.9128572006720582,1,600.0,TREND_EXHAUSTION,27,2.25,-1.4549,-8.73,0.9747
798,RENDER,B,LONG,2026-01-08 21:40:00+00:00,2026-01-08 22:25:00+00:00,2.227,2.192,5m,20,0.9133351233389811,0.8901276781880547,1,600.0,HARD_SL_HIT,9,0.75,-1.6516,-9.91,0.9326
787,BNB,A,SHORT,2026-01-08 05:55:00+00:00,2026-01-08 22:35:00+00:00,895.16,890.94,5m,63,0.7739825662595335,0.882744675906149,1,700.0000000000001,TIME_BARRIER,200,16.67,0.3914,2.74,0.8266
793,ETH,A,SHORT,2026-01-08 15:30:00+00:00,2026-01-09 08:10:00+00:00,3101.99,3107.12,5m,195,0.9353437068499986,0.9541105784930043,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.2454,-1.72,0.9353
802,STX,B,SHORT,2026-01-09 08:15:00+00:00,2026-01-09 08:25:00+00:00,0.3477,0.347,5m,20,0.9323854057239006,0.9398221154412998,1,600.0,TREND_EXHAUSTION,2,0.17,0.1213,0.73,0.9397
794,ADA,A,SHORT,2026-01-08 16:00:00+00:00,2026-01-09 08:40:00+00:00,0.3949,0.3935,5m,200,0.913714812683652,0.9350292619976919,1,700.0000000000001,TIME_BARRIER,200,16.67,0.2745,1.92,0.9137
799,BTC,A,LONG,2026-01-08 22:20:00+00:00,2026-01-09 08:45:00+00:00,91326.1,89861.5,5m,27,0.9612266107151174,0.9526802353960719,1,700.0000000000001,HARD_SL_HIT,125,10.42,-1.6837,-11.79,0.9612
804,TIA,C,LONG,2026-01-09 08:45:00+00:00,2026-01-09 08:50:00+00:00,0.5541,0.5449,5m,111,0.8458466031023814,0.8789626245826898,1,700.0000000000001,HARD_SL_HIT,1,0.08,-1.7404,-12.18,0.8458
800,TRX,A,LONG,2026-01-08 22:30:00+00:00,2026-01-09 15:10:00+00:00,0.29501,0.29542,5m,54,0.8536786869560481,0.8896674324660495,1,700.0000000000001,TIME_BARRIER,200,16.67,0.059,0.41,0.9693
801,BCH,A,LONG,2026-01-08 22:40:00+00:00,2026-01-09 15:20:00+00:00,630.86,633.77,5m,31,0.9356217813329888,0.9298170243253719,1,700.0000000000001,TIME_BARRIER,200,16.67,0.3813,2.67,0.9698
805,FIL,B,SHORT,2026-01-09 09:00:00+00:00,2026-01-09 15:25:00+00:00,1.481,1.514,5m,24,0.9251449373710205,0.8808260812676256,1,600.0,HARD_SL_HIT,77,6.42,-2.3082,-13.85,0.9251
807,ETH,A,SHORT,2026-01-09 15:15:00+00:00,2026-01-09 15:25:00+00:00,3076.76,3129.04,5m,23,0.8711744036870664,0.8672018331316801,1,700.0000000000001,HARD_SL_HIT,2,0.17,-1.7792,-12.45,0.8712
717,LINK,A,LONG,2026-01-04 04:00:00+00:00,2026-01-09 16:00:00+00:00,13.359,13.088,4h,21,0.9163619638930641,0.9118371049884963,5,3500.0000000000005,HARD_SL_HIT,33,132.0,-2.1086,-73.8,0.97
803,BNB,A,SHORT,2026-01-09 08:30:00+00:00,2026-01-10 01:10:00+00:00,894.26,899.78,5m,31,0.9106778375559258,0.9353489664370174,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.6973,-4.88,0.9107
808,LTC,A,SHORT,2026-01-09 15:25:00+00:00,2026-01-10 08:05:00+00:00,81.09,81.44,5m,139,0.8298266267232884,0.8911305132936465,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.5116,-3.58,0.8298
809,ATOM,B,LONG,2026-01-09 15:30:00+00:00,2026-01-10 08:10:00+00:00,2.517,2.632,5m,153,0.9218402389408614,0.8825902302431431,1,600.0,TIME_BARRIER,200,16.67,4.4889,26.93,0.9218
814,TRX,A,SHORT,2026-01-10 08:15:00+00:00,2026-01-10 15:30:00+00:00,0.29787,0.29927,5m,20,0.8776459215454016,0.8855932832330746,1,700.0000000000001,TREND_EXHAUSTION,87,7.25,-0.55,-3.85,0.9684
812,BCH,A,SHORT,2026-01-10 01:15:00+00:00,2026-01-10 17:40:00+00:00,631.82,641.51,5m,27,0.9562322198036612,0.9553994190504899,1,700.0000000000001,HARD_SL_HIT,197,16.42,-1.6137,-11.3,0.9562
815,DOT,A,LONG,2026-01-10 15:35:00+00:00,2026-01-10 22:55:00+00:00,2.117,2.085,5m,157,0.9119682207803708,0.8830077139628421,1,700.0000000000001,HARD_SL_HIT,88,7.33,-1.5916,-11.14,0.9122
813,LINK,A,LONG,2026-01-10 08:10:00+00:00,2026-01-11 00:50:00+00:00,13.162,13.173,5m,24,0.9126013868897841,0.863486680343859,1,700.0000000000001,TIME_BARRIER,200,16.67,0.0036,0.03,0.9453
816,LTC,A,SHORT,2026-01-10 17:45:00+00:00,2026-01-11 10:25:00+00:00,81.18,81.33,5m,55,0.9014437038110014,0.8580742091187218,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.2648,-1.85,0.9117
818,WIF,C,SHORT,2026-01-11 00:55:00+00:00,2026-01-11 12:35:00+00:00,0.3797,0.3855,5m,155,0.854252776397521,0.8728735029046549,1,525.0000000000001,HARD_SL_HIT,140,11.67,-1.6075,-8.44,0.8543
819,SOL,A,SHORT,2026-01-11 10:30:00+00:00,2026-01-11 14:50:00+00:00,136.37,138.55,5m,22,0.8408349859424347,0.9013599187821845,1,700.0000000000001,HARD_SL_HIT,52,4.33,-1.6786,-11.75,0.9489
817,ETH,A,SHORT,2026-01-10 23:00:00+00:00,2026-01-11 15:40:00+00:00,3079.27,3115.21,5m,77,0.9123289161851136,0.901706528916217,1,700.0000000000001,TIME_BARRIER,200,16.67,-1.2472,-8.73,0.9272
821,TIA,C,LONG,2026-01-11 14:55:00+00:00,2026-01-11 15:45:00+00:00,0.5589,0.5492,5m,194,0.9097607342783744,0.882126580338287,1,700.0000000000001,HARD_SL_HIT,10,0.83,-1.8156,-12.71,0.9102
822,SUI,C,LONG,2026-01-11 15:45:00+00:00,2026-01-11 23:00:00+00:00,1.8015,1.7743,5m,200,0.8710884688067094,0.8899053135662298,1,700.0000000000001,HARD_SL_HIT,87,7.25,-1.5899,-11.13,0.8711
806,BTC,A,SHORT,2026-01-09 12:00:00+00:00,2026-01-12 00:00:00+00:00,90398.1,91766.2,4h,24,0.9155325609191589,0.8745575119766491,5,3500.0000000000005,HARD_SL_HIT,15,60.0,-1.5934,-55.77,0.9155
811,ADA,A,SHORT,2026-01-09 20:00:00+00:00,2026-01-12 00:00:00+00:00,0.3899,0.3974,4h,24,0.9003253908032082,0.8913678617668022,5,3500.0000000000005,HARD_SL_HIT,13,52.0,-2.0036,-70.12,0.9003
826,APT,C,SHORT,2026-01-12 00:05:00+00:00,2026-01-12 00:15:00+00:00,1.7655,1.7724,5m,91,0.9332433828424539,0.9416976324914864,1,700.0000000000001,TREND_EXHAUSTION,2,0.17,-0.4708,-3.3,0.9332
820,BNB,A,LONG,2026-01-11 12:40:00+00:00,2026-01-12 00:50:00+00:00,913.33,899.62,5m,181,0.8500860123619564,0.8890665243161254,1,700.0000000000001,HARD_SL_HIT,146,12.17,-1.5811,-11.07,0.9398
824,LINK,A,SHORT,2026-01-11 23:05:00+00:00,2026-01-12 01:00:00+00:00,13.066,13.314,5m,72,0.8646935714301806,0.9034815782750688,1,700.0000000000001,HARD_SL_HIT,23,1.92,-1.9781,-13.85,0.8663
827,OP,C,SHORT,2026-01-12 00:20:00+00:00,2026-01-12 02:10:00+00:00,0.3176,0.3229,5m,95,0.8623666278232235,0.8835394241829164,1,700.0000000000001,HARD_SL_HIT,22,1.83,-1.7488,-12.24,0.8624
829,SHIB,C,SHORT,2026-01-12 01:05:00+00:00,2026-01-12 02:45:00+00:00,8.55e-06,8.7e-06,5m,162,0.9322497834067478,0.8676339334628108,1,525.0000000000001,HARD_SL_HIT,20,1.67,-1.8344,-9.63,0.9322
828,LTC,A,SHORT,2026-01-12 00:55:00+00:00,2026-01-12 03:05:00+00:00,78.08,79.44,5m,77,0.9604893619940769,0.8854652499241852,1,700.0000000000001,HARD_SL_HIT,26,2.17,-1.8218,-12.75,0.9605
832,AR,B,LONG,2026-01-12 03:10:00+00:00,2026-01-12 04:00:00+00:00,3.795,3.738,5m,52,0.9308578358945332,0.872940569332672,1,600.0,HARD_SL_HIT,10,0.83,-1.582,-9.49,0.9352
823,RENDER,B,LONG,2026-01-11 15:50:00+00:00,2026-01-12 07:10:00+00:00,2.484,2.507,5m,32,0.9216697703499529,0.8738040860975261,1,600.0,TREND_EXHAUSTION,184,15.33,0.8459,5.08,0.9622
831,DOGE,C,LONG,2026-01-12 02:50:00+00:00,2026-01-12 07:15:00+00:00,0.14154,0.13927,5m,57,0.9080330383519052,0.9087838101723463,1,700.0000000000001,HARD_SL_HIT,53,4.42,-1.6838,-11.79,0.9376
830,DOT,A,LONG,2026-01-12 02:15:00+00:00,2026-01-12 07:30:00+00:00,2.12,2.08,5m,41,0.8915036548742069,0.9031773244852047,1,700.0000000000001,HARD_SL_HIT,63,5.25,-1.9668,-13.77,0.9556
835,LTC,A,SHORT,2026-01-12 07:20:00+00:00,2026-01-12 08:05:00+00:00,79.2,78.91,5m,25,0.9319829235871598,0.8899126558145883,1,700.0000000000001,TREND_EXHAUSTION,9,0.75,0.2862,2.0,0.9549
834,ETH,A,LONG,2026-01-12 07:15:00+00:00,2026-01-12 08:40:00+00:00,3155.65,3107.56,5m,132,0.8990997662066363,0.9025787350832992,1,700.0000000000001,HARD_SL_HIT,17,1.42,-1.6039,-11.23,0.8991
833,BTC,A,LONG,2026-01-12 04:05:00+00:00,2026-01-12 14:20:00+00:00,91743.4,90179.0,5m,73,0.9347043155495114,0.9213853720704976,1,700.0000000000001,HARD_SL_HIT,123,10.25,-1.7852,-12.5,0.9644
839,ADA,A,SHORT,2026-01-12 14:25:00+00:00,2026-01-12 14:35:00+00:00,0.3825,0.389,5m,140,0.9519413152760929,0.9401129456615929,1,700.0000000000001,HARD_SL_HIT,2,0.17,-1.7793,-12.46,0.9519
840,THETA,B,SHORT,2026-01-12 14:40:00+00:00,2026-01-12 14:45:00+00:00,0.29,0.2896,5m,143,0.938225917600922,0.9313566758196192,1,600.0,TREND_EXHAUSTION,1,0.08,0.0579,0.35,0.9382
841,DOT,A,SHORT,2026-01-12 14:50:00+00:00,2026-01-12 16:00:00+00:00,2.058,2.089,5m,146,0.9154656892431886,0.9107328724966773,1,700.0000000000001,HARD_SL_HIT,14,1.17,-1.5863,-11.1,0.9155
836,BNB,A,SHORT,2026-01-12 07:35:00+00:00,2026-01-13 00:15:00+00:00,904.58,905.37,5m,34,0.8484584546395133,0.8728709366702975,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.1673,-1.17,0.9319
837,LINK,A,SHORT,2026-01-12 08:10:00+00:00,2026-01-13 00:50:00+00:00,13.32,13.097,5m,38,0.8811656532740955,0.8929920008660528,1,700.0000000000001,TIME_BARRIER,200,16.67,1.5942,11.16,0.8958
842,RENDER,B,SHORT,2026-01-12 16:05:00+00:00,2026-01-13 08:45:00+00:00,2.429,2.376,5m,177,0.9464716212881521,0.9412131818446453,1,600.0,TIME_BARRIER,200,16.67,2.102,12.61,0.9465
844,ETH,A,LONG,2026-01-13 00:55:00+00:00,2026-01-13 09:25:00+00:00,3107.45,3141.87,5m,23,0.932387801176282,0.8586061599101007,1,700.0000000000001,TREND_EXHAUSTION,102,8.5,1.0277,7.19,0.9491
843,BTC,A,SHORT,2026-01-13 00:20:00+00:00,2026-01-13 14:35:00+00:00,91263.6,92684.8,5m,74,0.8041273576281949,0.9029184195059219,1,700.0000000000001,HARD_SL_HIT,171,14.25,-1.6372,-11.46,0.9162
791,SEI,C,SHORT,2026-01-08 09:00:00+00:00,2026-01-13 16:00:00+00:00,0.1228,0.1256,1h,54,0.9204916225068535,0.8911437662083772,5,3500.0000000000005,HARD_SL_HIT,127,127.0,-2.3601,-82.6,0.9338
810,XRP,A,SHORT,2026-01-09 20:00:00+00:00,2026-01-13 16:00:00+00:00,2.0817,2.1384,4h,24,0.935006438389494,0.8394996705507415,5,3500.0000000000005,HARD_SL_HIT,23,92.0,-2.8037,-98.13,0.935
845,BNB,A,LONG,2026-01-13 08:50:00+00:00,2026-01-13 20:40:00+00:00,910.75,942.84,5m,88,0.8891927184412071,0.8708134308716885,1,700.0000000000001,TREND_EXHAUSTION,142,11.83,3.4435,24.1,0.9497
846,LINK,A,LONG,2026-01-13 09:30:00+00:00,2026-01-14 02:10:00+00:00,13.279,14.172,5m,21,0.9342195641543585,0.9097050235857862,1,700.0000000000001,TIME_BARRIER,200,16.67,6.6449,46.51,0.9392
851,XRP,A,LONG,2026-01-14 02:15:00+00:00,2026-01-14 06:05:00+00:00,2.1795,2.1435,5m,187,0.9692085799825975,0.9430769205696575,1,700.0000000000001,HARD_SL_HIT,46,3.83,-1.7318,-12.12,0.9709
847,ETH,A,LONG,2026-01-13 14:40:00+00:00,2026-01-14 07:20:00+00:00,3158.88,3336.26,5m,200,0.9040652750191797,0.9100929745732546,1,700.0000000000001,TIME_BARRIER,200,16.67,5.5353,38.75,0.9482
849,WIF,C,LONG,2026-01-13 16:05:00+00:00,2026-01-14 08:45:00+00:00,0.3905,0.4146,5m,104,0.9420831798477447,0.9195389308919912,1,525.0000000000001,TIME_BARRIER,200,16.67,6.0916,31.98,0.9528
853,ETH,A,LONG,2026-01-14 07:25:00+00:00,2026-01-14 11:50:00+00:00,3336.27,3285.64,5m,200,0.9045453068251817,0.872480496571111,1,700.0000000000001,HARD_SL_HIT,53,4.42,-1.5976,-11.18,0.9045
850,BTC,A,LONG,2026-01-13 20:45:00+00:00,2026-01-14 13:25:00+00:00,94240.1,95152.9,5m,108,0.9566069094675658,0.9411041889003352,1,700.0000000000001,TIME_BARRIER,200,16.67,0.8886,6.22,0.9611
855,BNB,A,SHORT,2026-01-14 11:55:00+00:00,2026-01-14 14:50:00+00:00,930.09,944.07,5m,129,0.9407411429268475,0.9049422711179169,1,700.0000000000001,HARD_SL_HIT,35,2.92,-1.5831,-11.08,0.9413
856,ETH,A,SHORT,2026-01-14 13:30:00+00:00,2026-01-14 14:50:00+00:00,3304.29,3354.17,5m,69,0.911420782822285,0.9048400648939762,1,700.0000000000001,HARD_SL_HIT,16,1.33,-1.5896,-11.13,0.9114
854,ICP,B,LONG,2026-01-14 08:50:00+00:00,2026-01-14 15:55:00+00:00,3.696,4.148,5m,60,0.9357682460378339,0.909866152798335,1,450.0,TREND_EXHAUSTION,85,7.08,12.1494,54.67,0.975
857,SUI,C,SHORT,2026-01-14 14:55:00+00:00,2026-01-14 16:25:00+00:00,1.8526,1.8883,5m,200,0.9193082976445375,0.9003564122948294,1,700.0000000000001,HARD_SL_HIT,18,1.5,-2.007,-14.05,0.9193
858,SHIB,C,SHORT,2026-01-14 14:55:00+00:00,2026-01-14 16:40:00+00:00,8.82e-06,8.96e-06,5m,200,0.9428558516531309,0.9628055241592338,1,525.0000000000001,HARD_SL_HIT,21,1.75,-1.6673,-8.75,0.9429
860,XRP,A,LONG,2026-01-14 16:30:00+00:00,2026-01-14 18:30:00+00:00,2.165,2.1297,5m,56,0.8915844585207934,0.8803973065665547,1,700.0000000000001,HARD_SL_HIT,24,2.0,-1.7105,-11.97,0.8955
848,NEAR,B,LONG,2026-01-13 17:00:00+00:00,2026-01-14 22:00:00+00:00,1.82,1.792,1h,20,0.9844433411394304,0.9644837471151149,5,3000.0,HARD_SL_HIT,29,29.0,-1.6185,-48.55,0.9864
852,LINK,A,LONG,2026-01-14 06:10:00+00:00,2026-01-14 22:50:00+00:00,14.002,14.1,5m,200,0.9098699378039992,0.9016130001355916,1,700.0000000000001,TIME_BARRIER,200,16.67,0.6199,4.34,0.9099
863,ICP,B,LONG,2026-01-14 23:00:00+00:00,2026-01-15 02:00:00+00:00,4.535,4.406,1h,20,0.9909540962131349,0.9721819125525687,5,2250.0,HARD_SL_HIT,3,3.0,-2.9245,-65.8,0.991
859,ETH,A,LONG,2026-01-14 16:00:00+00:00,2026-01-15 03:25:00+00:00,3344.19,3289.93,5m,40,0.914238941306111,0.8844447241117168,1,700.0000000000001,HARD_SL_HIT,137,11.42,-1.7025,-11.92,0.9413
861,BTC,A,LONG,2026-01-14 16:45:00+00:00,2026-01-15 03:25:00+00:00,97454.4,95868.3,5m,45,0.9530024591453878,0.9190663156843805,1,700.0000000000001,HARD_SL_HIT,128,10.67,-1.7075,-11.95,0.9548
867,DOT,A,SHORT,2026-01-15 03:45:00+00:00,2026-01-15 03:55:00+00:00,2.161,2.166,5m,20,0.9324796202355049,0.8863988203657429,1,700.0000000000001,TREND_EXHAUSTION,2,0.17,-0.3114,-2.18,0.9583
866,WIF,C,SHORT,2026-01-15 03:30:00+00:00,2026-01-15 07:05:00+00:00,0.3905,0.397,5m,54,0.9712391608229589,0.9128785602785452,1,525.0000000000001,HARD_SL_HIT,43,3.58,-1.7445,-9.16,0.9712
868,GRT,B,SHORT,2026-01-15 04:05:00+00:00,2026-01-15 07:45:00+00:00,0.0413,0.04197,5m,22,0.9565914505329418,0.9187493152813326,1,600.0,HARD_SL_HIT,44,3.67,-1.7023,-10.21,0.9566
862,BNB,A,LONG,2026-01-14 18:35:00+00:00,2026-01-15 11:15:00+00:00,940.53,940.74,5m,89,0.8981116412463902,0.8757159464848961,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.0577,-0.4,0.8981
870,LINK,A,SHORT,2026-01-15 07:50:00+00:00,2026-01-15 14:00:00+00:00,13.934,14.166,5m,151,0.9187780585820866,0.8858742165485101,1,700.0000000000001,HARD_SL_HIT,74,6.17,-1.745,-12.21,0.9188
872,ADA,A,LONG,2026-01-15 14:30:00+00:00,2026-01-15 15:00:00+00:00,0.407,0.3994,30m,23,0.91290132596717,0.9010997606411215,3,2100.0000000000005,HARD_SL_HIT,1,0.5,-1.9473,-40.89,0.9129
871,DOT,A,LONG,2026-01-15 11:20:00+00:00,2026-01-15 15:25:00+00:00,2.207,2.169,5m,76,0.8908446775477982,0.9108055124268762,1,700.0000000000001,HARD_SL_HIT,49,4.08,-1.8018,-12.61,0.9052
864,ATOM,B,SHORT,2026-01-14 22:55:00+00:00,2026-01-15 15:35:00+00:00,2.58,2.467,5m,192,0.9144659279144265,0.8836871540132141,1,600.0,TIME_BARRIER,200,16.67,4.2998,25.8,0.9214
865,XRP,A,SHORT,2026-01-15 02:05:00+00:00,2026-01-15 18:45:00+00:00,2.1179,2.0679,5m,80,0.8991493090997776,0.8714662943503919,1,700.0000000000001,TIME_BARRIER,200,16.67,2.2808,15.97,0.9259
869,ETH,A,LONG,2026-01-15 07:10:00+00:00,2026-01-15 23:50:00+00:00,3317.46,3318.15,5m,43,0.9150134518474402,0.9371415912205384,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.0592,-0.41,0.9313
874,RENDER,B,SHORT,2026-01-15 15:30:00+00:00,2026-01-16 07:15:00+00:00,2.235,2.277,5m,22,0.9281009810352564,0.8786631972397648,1,600.0,HARD_SL_HIT,189,15.75,-1.9592,-11.76,0.9626
875,NEAR,B,SHORT,2026-01-15 15:40:00+00:00,2026-01-16 08:20:00+00:00,1.743,1.746,5m,23,0.9382506763309942,0.8811505082449311,1,600.0,TIME_BARRIER,200,16.67,-0.2521,-1.51,0.9493
877,DOT,A,SHORT,2026-01-15 23:55:00+00:00,2026-01-16 09:10:00+00:00,2.119,2.151,5m,157,0.9041058132491555,0.9094156411713835,1,700.0000000000001,HARD_SL_HIT,111,9.25,-1.5901,-11.13,0.9041
878,BTC,A,LONG,2026-01-16 07:20:00+00:00,2026-01-16 11:05:00+00:00,95623.6,95292.0,5m,34,0.9036739630620669,0.8852611882849496,1,700.0000000000001,TREND_EXHAUSTION,45,3.75,-0.4268,-2.99,0.9499
876,ADA,A,SHORT,2026-01-15 18:50:00+00:00,2026-01-16 11:30:00+00:00,0.3918,0.3923,5m,72,0.8948871669571057,0.8705513960453495,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.2076,-1.45,0.9083
838,SOL,A,LONG,2026-01-12 09:30:00+00:00,2026-01-16 13:30:00+00:00,139.87,143.0,30m,72,0.913266176599457,0.8838326400739012,3,2100.0000000000005,TIME_BARRIER,200,100.0,2.1578,45.31,0.9302
881,AR,B,LONG,2026-01-16 11:10:00+00:00,2026-01-16 15:15:00+00:00,4.034,3.962,5m,197,0.9338012917658557,0.8915572777033947,1,600.0,HARD_SL_HIT,49,4.08,-1.8648,-11.19,0.9338
880,THETA,B,LONG,2026-01-16 09:15:00+00:00,2026-01-16 15:25:00+00:00,0.3114,0.3054,5m,171,0.9488289269728859,0.8820417108459434,1,600.0,HARD_SL_HIT,74,6.17,-2.0068,-12.04,0.9488
884,XRP,A,SHORT,2026-01-16 15:20:00+00:00,2026-01-16 20:55:00+00:00,2.0452,2.0782,5m,105,0.8786754362557958,0.8945212621570438,1,700.0000000000001,HARD_SL_HIT,67,5.58,-1.6935,-11.85,0.8815
879,BCH,A,LONG,2026-01-16 08:25:00+00:00,2026-01-17 01:05:00+00:00,599.31,599.15,5m,166,0.953060806064431,0.9290059358473299,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.1067,-0.75,0.9531
882,SUI,C,SHORT,2026-01-16 11:35:00+00:00,2026-01-17 04:15:00+00:00,1.7814,1.7861,5m,37,0.9038025957532574,0.9028956530198154,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.3438,-2.41,0.9248
883,LINK,A,SHORT,2026-01-16 13:35:00+00:00,2026-01-17 06:15:00+00:00,13.691,13.692,5m,67,0.8485812657053029,0.8751342733551312,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.0873,-0.61,0.8554
885,BNB,A,SHORT,2026-01-16 15:45:00+00:00,2026-01-17 08:25:00+00:00,927.43,938.32,5m,23,0.8855918424890276,0.8553784629896163,1,700.0000000000001,TIME_BARRIER,200,16.67,-1.2542,-8.78,0.9035
