trade_id,asset,group,direction,entry_ts,exit_ts,entry_price,exit_price,best_tf,best_period,confidence,pvt_r,leverage,position_usd,exit_reason,bars_held,duration_hours,pnl_pct,pnl_usd,peak_r
400,FET,B,SHORT,2025-11-22 08:35:00+00:00,2025-11-22 22:50:00+00:00,0.2721,0.2783,5m,104,0.9312620854140674,0.9079205442673134,1,600.0,HARD_SL_HIT,171,14.25,-2.3586,-14.15,0.9359
401,INJ,B,SHORT,2025-11-23 00:00:00+00:00,2025-11-23 12:00:00+00:00,5.394,5.488,4h,26,0.9176609821469207,0.9222534484843099,5,3000.0,HARD_SL_HIT,3,12.0,-1.8227,-54.68,0.9177
402,ETH,A,LONG,2025-11-23 12:10:00+00:00,2025-11-24 00:15:00+00:00,2816.5,2768.35,5m,23,0.8518843195134137,0.8626797059775957,1,700.0000000000001,HARD_SL_HIT,145,12.08,-1.7896,-12.53,0.9519
403,PEPE,C,SHORT,2025-11-24 00:20:00+00:00,2025-11-24 01:55:00+00:00,4.12e-06,4.2e-06,5m,24,0.9517200409128592,0.9562717799250823,1,525.0000000000001,HARD_SL_HIT,19,1.58,-2.0217,-10.61,0.9517
404,SOL,A,SHORT,2025-11-24 02:00:00+00:00,2025-11-24 02:10:00+00:00,131.42,133.67,5m,81,0.8124291237143775,0.8822644360558076,1,700.0000000000001,HARD_SL_HIT,2,0.17,-1.7921,-12.54,0.8124
405,FET,B,SHORT,2025-11-24 02:15:00+00:00,2025-11-24 17:55:00+00:00,0.2805,0.2853,5m,93,0.935963143664273,0.8777891490657794,1,600.0,HARD_SL_HIT,188,15.67,-1.7912,-10.75,0.936
394,BONK,C,SHORT,2025-11-20 20:00:00+00:00,2025-11-24 20:00:00+00:00,9.59e-06,1.014e-05,4h,42,0.9118021038447212,0.8822964197750192,5,2625.0000000000005,HARD_SL_HIT,24,96.0,-5.8151,-152.65,0.9141
406,ETH,A,LONG,2025-11-24 18:00:00+00:00,2025-11-25 08:45:00+00:00,2938.63,2889.73,5m,20,0.918193680311141,0.8820545617523076,1,700.0000000000001,HARD_SL_HIT,177,14.75,-1.744,-12.21,0.945
407,SOL,A,LONG,2025-11-24 20:05:00+00:00,2025-11-25 09:00:00+00:00,137.4,135.15,5m,76,0.9604578971807168,0.954706450520535,1,700.0000000000001,HARD_SL_HIT,155,12.92,-1.7176,-12.02,0.9611
408,BONK,C,SHORT,2025-11-25 08:50:00+00:00,2025-11-26 01:30:00+00:00,9.83e-06,9.73e-06,5m,73,0.9452882029516652,0.8859602256824889,1,525.0000000000001,TIME_BARRIER,200,16.67,0.9373,4.92,0.9549
410,FET,B,LONG,2025-11-26 01:35:00+00:00,2025-11-26 03:30:00+00:00,0.28,0.2752,5m,79,0.9359953872410717,0.9133749947313939,1,600.0,HARD_SL_HIT,23,1.92,-1.7943,-10.77,0.9366
411,LTC,A,SHORT,2025-11-26 03:35:00+00:00,2025-11-26 17:40:00+00:00,84.73,86.08,5m,24,0.9095875524815962,0.877305549051012,1,700.0000000000001,HARD_SL_HIT,169,14.08,-1.6733,-11.71,0.9351
412,PEPE,C,LONG,2025-11-26 17:45:00+00:00,2025-11-26 18:25:00+00:00,4.66e-06,4.72e-06,5m,34,0.9022793414304255,0.8760075621906563,1,525.0000000000001,TREND_EXHAUSTION,8,0.67,1.2076,6.34,0.9488
413,RENDER,B,LONG,2025-11-26 18:30:00+00:00,2025-11-26 21:10:00+00:00,1.843,1.815,5m,21,0.9353511724181957,0.9111218639528188,1,600.0,HARD_SL_HIT,32,2.67,-1.5993,-9.6,0.9354
392,BTC,A,SHORT,2025-11-20 16:00:00+00:00,2025-11-27 04:00:00+00:00,89835.5,91361.5,4h,42,0.8932498625659304,0.8930228141736591,5,3500.0000000000005,HARD_SL_HIT,39,156.0,-1.7787,-62.25,0.9138
415,AR,B,SHORT,2025-11-27 04:05:00+00:00,2025-11-27 05:00:00+00:00,4.129,4.273,5m,22,0.9297213433388972,0.9352207466178218,1,600.0,HARD_SL_HIT,11,0.92,-3.5675,-21.41,0.9297
414,ETH,A,LONG,2025-11-26 21:15:00+00:00,2025-11-27 13:55:00+00:00,3016.0,2994.03,5m,111,0.9225373189843511,0.8653530407122804,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.8084,-5.66,0.9225
397,TRX,A,SHORT,2025-11-21 12:00:00+00:00,2025-11-27 16:00:00+00:00,0.27528,0.27957,4h,33,0.9079095661154977,0.9315718653987918,5,3500.0000000000005,HARD_SL_HIT,37,148.0,-1.6384,-57.34,0.9507
417,XRP,A,SHORT,2025-11-27 14:00:00+00:00,2025-11-27 16:10:00+00:00,2.1794,2.2121,5m,160,0.9510009529338485,0.9515786833871318,1,700.0000000000001,HARD_SL_HIT,26,2.17,-1.5804,-11.06,0.9521
419,GRT,B,LONG,2025-11-27 16:15:00+00:00,2025-11-27 23:00:00+00:00,0.05218,0.05223,5m,28,0.9352977030287799,0.9510315251645987,1,600.0,TREND_EXHAUSTION,81,6.75,0.0158,0.09,0.95
416,LTC,A,LONG,2025-11-27 08:00:00+00:00,2025-11-28 04:00:00+00:00,86.43,84.57,4h,36,0.840212281673309,0.911379972902274,5,3500.0000000000005,HARD_SL_HIT,5,20.0,-2.232,-78.12,0.8615
421,SOL,A,SHORT,2025-11-28 04:05:00+00:00,2025-11-28 09:05:00+00:00,139.58,142.27,5m,114,0.9526168240614148,0.9413582228198386,1,700.0000000000001,HARD_SL_HIT,60,5.0,-2.0072,-14.05,0.9526
422,FET,B,LONG,2025-11-28 09:10:00+00:00,2025-11-28 09:35:00+00:00,0.2788,0.2742,5m,24,0.9356326562173168,0.9020440622699298,1,600.0,HARD_SL_HIT,5,0.42,-1.7299,-10.38,0.9356
423,ETH,A,LONG,2025-11-28 09:40:00+00:00,2025-11-28 17:05:00+00:00,3051.62,3027.13,5m,23,0.9071311253007105,0.8711019495672366,1,700.0000000000001,TREND_EXHAUSTION,89,7.42,-0.8825,-6.18,0.9493
424,LINK,A,SHORT,2025-11-28 17:10:00+00:00,2025-11-29 09:50:00+00:00,13.189,13.065,5m,22,0.9553502707367748,0.9207825517105345,1,700.0000000000001,TIME_BARRIER,200,16.67,0.8602,6.02,0.9622
425,LINK,A,SHORT,2025-11-29 09:55:00+00:00,2025-11-29 18:25:00+00:00,13.065,12.959,5m,33,0.8530172586992206,0.89195398161375,1,700.0000000000001,TREND_EXHAUSTION,102,8.5,0.7313,5.12,0.9509
426,FET,B,SHORT,2025-11-29 18:30:00+00:00,2025-11-30 11:10:00+00:00,0.2589,0.2558,5m,168,0.9619562160693795,0.963379297096925,1,600.0,TIME_BARRIER,200,16.67,1.1174,6.7,0.9659
409,BNB,A,LONG,2025-11-25 12:00:00+00:00,2025-12-01 00:00:00+00:00,850.91,829.16,4h,25,0.8816226090964345,0.8703886062567828,5,3500.0000000000005,HARD_SL_HIT,33,132.0,-2.6361,-92.26,0.8816
418,BTC,A,LONG,2025-11-27 20:00:00+00:00,2025-12-01 00:00:00+00:00,91489.0,86319.2,4h,40,0.910546055908516,0.9176902321939023,5,3500.0000000000005,HARD_SL_HIT,19,76.0,-5.7307,-200.58,0.9195
427,ETH,A,LONG,2025-11-30 11:15:00+00:00,2025-12-01 00:05:00+00:00,3007.69,2935.84,5m,75,0.8766357277236067,0.8797573868160533,1,700.0000000000001,HARD_SL_HIT,154,12.83,-2.4689,-17.28,0.8766
428,INJ,B,SHORT,2025-12-01 00:40:00+00:00,2025-12-01 00:50:00+00:00,5.36,5.293,5m,20,0.9339781333152568,0.8796198704191871,1,600.0,TREND_EXHAUSTION,2,0.17,1.17,7.02,0.9666
429,GRT,B,SHORT,2025-12-01 00:45:00+00:00,2025-12-01 00:55:00+00:00,0.04711,0.0467,5m,20,0.9346999159051543,0.8783116222940991,1,600.0,TREND_EXHAUSTION,2,0.17,0.7903,4.74,0.9643
430,TIA,C,SHORT,2025-12-01 00:45:00+00:00,2025-12-01 00:55:00+00:00,0.5978,0.5886,5m,20,0.9238876257418687,0.8773509771036283,1,700.0000000000001,TREND_EXHAUSTION,2,0.17,1.459,10.21,0.9657
431,SHIB,C,SHORT,2025-12-01 01:35:00+00:00,2025-12-01 18:15:00+00:00,8.06e-06,7.96e-06,5m,39,0.9331199688826404,0.8926474980947628,1,525.0000000000001,TIME_BARRIER,200,16.67,1.1607,6.09,0.9375
432,PEPE,C,SHORT,2025-12-01 01:45:00+00:00,2025-12-01 18:25:00+00:00,4.29e-06,4.01e-06,5m,43,0.9396228206891614,0.8855229512590312,1,525.0000000000001,TIME_BARRIER,200,16.67,6.4468,33.85,0.9459
433,OP,C,SHORT,2025-12-01 01:50:00+00:00,2025-12-01 18:30:00+00:00,0.2981,0.2803,5m,44,0.9415514511414823,0.8843872520404834,1,700.0000000000001,TIME_BARRIER,200,16.67,5.8912,41.24,0.9614
420,TRX,A,LONG,2025-11-28 00:00:00+00:00,2025-12-01 19:00:00+00:00,0.28018,0.2757,1h,20,0.9680447932789379,0.9365173653215875,5,3500.0000000000005,HARD_SL_HIT,91,91.0,-1.679,-58.76,0.9705
436,ICP,B,SHORT,2025-12-01 18:45:00+00:00,2025-12-01 20:00:00+00:00,3.605,3.661,5m,35,0.9145780519470235,0.8822793797912553,1,450.0,HARD_SL_HIT,15,1.25,-1.6334,-7.35,0.9176
437,SOL,A,SHORT,2025-12-01 19:30:00+00:00,2025-12-01 21:30:00+00:00,123.49,126.0,30m,62,0.9129695567940249,0.8810627451636907,3,2100.0000000000005,HARD_SL_HIT,4,2.0,-2.1126,-44.36,0.913
435,PEPE,C,SHORT,2025-12-01 18:30:00+00:00,2025-12-01 22:00:00+00:00,4.01e-06,4.08e-06,5m,200,0.9436832290540442,0.8833495004770514,1,525.0000000000001,HARD_SL_HIT,42,3.5,-1.8256,-9.58,0.9439
438,XRP,A,SHORT,2025-12-01 20:30:00+00:00,2025-12-01 23:00:00+00:00,2.0049,2.0396,30m,26,0.934185262412681,0.9234612028325072,3,2100.0000000000005,HARD_SL_HIT,5,2.5,-1.8108,-38.03,0.9342
434,SEI,C,SHORT,2025-12-01 18:20:00+00:00,2025-12-01 23:20:00+00:00,0.1215,0.1234,5m,117,0.9551207683334424,0.9380577248286228,1,700.0000000000001,HARD_SL_HIT,60,5.0,-1.6438,-11.51,0.9551
439,BTC,A,LONG,2025-12-01 21:35:00+00:00,2025-12-02 11:55:00+00:00,86399.9,87326.9,5m,28,0.8846071753341685,0.9059848990753933,1,700.0000000000001,TREND_EXHAUSTION,172,14.33,0.9929,6.95,0.9302
440,TIA,C,SHORT,2025-12-01 22:30:00+00:00,2025-12-02 14:30:00+00:00,0.5652,0.5797,30m,75,0.9195530774256522,0.8854131935819028,3,2100.0000000000005,HARD_SL_HIT,32,16.0,-2.6455,-55.55,0.9196
441,LTC,A,LONG,2025-12-01 23:05:00+00:00,2025-12-02 15:45:00+00:00,77.76,82.75,5m,54,0.9680489522610379,0.9671818291095092,1,700.0000000000001,TIME_BARRIER,200,16.67,6.3372,44.36,0.968
442,BCH,A,LONG,2025-12-01 23:25:00+00:00,2025-12-02 16:05:00+00:00,524.46,541.65,5m,49,0.9326361123393577,0.8849357134969609,1,700.0000000000001,TIME_BARRIER,200,16.67,3.1977,22.38,0.9347
445,AR,B,LONG,2025-12-02 15:50:00+00:00,2025-12-02 20:00:00+00:00,4.226,4.15,5m,24,0.9582504136278072,0.9202427851138293,1,600.0,HARD_SL_HIT,50,4.17,-1.8784,-11.27,0.9613
443,SOL,A,LONG,2025-12-02 12:00:00+00:00,2025-12-03 04:40:00+00:00,128.23,141.8,5m,44,0.9363003227906231,0.9182475087777197,1,700.0000000000001,TIME_BARRIER,200,16.67,10.5025,73.52,0.9684
444,GRT,B,LONG,2025-12-02 14:35:00+00:00,2025-12-03 07:15:00+00:00,0.04832,0.04971,5m,76,0.9534771457518432,0.8839683224675271,1,600.0,TIME_BARRIER,200,16.67,2.7967,16.78,0.9561
449,BCH,A,LONG,2025-12-03 07:20:00+00:00,2025-12-03 08:30:00+00:00,586.04,576.65,5m,90,0.9128770818203408,0.8808769953171727,1,700.0000000000001,HARD_SL_HIT,14,1.17,-1.6823,-11.78,0.9129
446,ATOM,B,LONG,2025-12-02 16:30:00+00:00,2025-12-03 09:10:00+00:00,2.381,2.388,5m,45,0.9399730325505643,0.9103364214503541,1,600.0,TIME_BARRIER,200,16.67,0.214,1.28,0.94
447,ETH,A,LONG,2025-12-02 20:05:00+00:00,2025-12-03 12:45:00+00:00,3009.44,3082.47,5m,126,0.9399930544561114,0.9160654563505224,1,700.0000000000001,TIME_BARRIER,200,16.67,2.3467,16.43,0.94
448,XRP,A,LONG,2025-12-03 04:45:00+00:00,2025-12-03 14:00:00+00:00,2.1867,2.143,5m,57,0.8812646518081559,0.9072488602240522,1,700.0000000000001,HARD_SL_HIT,111,9.25,-2.0784,-14.55,0.9441
451,LTC,A,LONG,2025-12-03 09:15:00+00:00,2025-12-03 14:00:00+00:00,85.36,83.71,5m,159,0.9380457630574428,0.9204018977492026,1,700.0000000000001,HARD_SL_HIT,57,4.75,-2.013,-14.09,0.9389
452,ETH,A,LONG,2025-12-03 12:50:00+00:00,2025-12-03 14:00:00+00:00,3082.46,3030.86,5m,53,0.9149350941761075,0.9327474628733157,1,700.0000000000001,HARD_SL_HIT,14,1.17,-1.754,-12.28,0.9374
455,WIF,C,SHORT,2025-12-03 14:35:00+00:00,2025-12-03 14:40:00+00:00,0.3868,0.396,5m,42,0.8608282810942389,0.8752024853134106,1,525.0000000000001,HARD_SL_HIT,1,0.08,-2.4585,-12.91,0.8608
450,BNB,A,LONG,2025-12-03 08:35:00+00:00,2025-12-04 01:15:00+00:00,895.23,925.63,5m,148,0.9121418301627536,0.8870238184134733,1,700.0000000000001,TIME_BARRIER,200,16.67,3.3158,23.21,0.9121
454,BCH,A,LONG,2025-12-03 14:10:00+00:00,2025-12-04 06:50:00+00:00,579.57,593.02,5m,200,0.8417849364523549,0.8715671626917983,1,700.0000000000001,TIME_BARRIER,200,16.67,2.2407,15.68,0.8755
453,SHIB,C,LONG,2025-12-03 15:00:00+00:00,2025-12-04 12:00:00+00:00,8.89e-06,8.75e-06,1h,20,0.9793766776302625,0.9533796384105847,5,2625.0000000000005,HARD_SL_HIT,21,21.0,-1.6548,-43.44,0.9794
457,ETH,A,LONG,2025-12-04 01:20:00+00:00,2025-12-04 14:50:00+00:00,3204.73,3149.22,5m,78,0.9649835991984429,0.9105195436684214,1,700.0000000000001,HARD_SL_HIT,162,13.5,-1.8121,-12.68,0.9664
456,LINK,A,LONG,2025-12-03 15:30:00+00:00,2025-12-04 19:00:00+00:00,14.382,14.094,30m,76,0.9673157187016606,0.9096324070826455,3,2100.0000000000005,HARD_SL_HIT,55,27.5,-2.0825,-43.73,0.9673
459,THETA,B,LONG,2025-12-04 12:30:00+00:00,2025-12-04 19:00:00+00:00,0.3464,0.3374,30m,166,0.9136840338927097,0.8790466112328909,3,1800.0,HARD_SL_HIT,13,6.5,-2.6782,-48.21,0.9137
458,SOL,A,SHORT,2025-12-04 06:55:00+00:00,2025-12-04 23:35:00+00:00,143.92,138.95,5m,56,0.8793575466712482,0.8884434452818287,1,700.0000000000001,TIME_BARRIER,200,16.67,3.3733,23.61,0.927
460,BTC,A,SHORT,2025-12-04 14:55:00+00:00,2025-12-05 07:35:00+00:00,91944.9,92360.1,5m,70,0.9221441600215667,0.8837066295400222,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.5316,-3.72,0.9224
462,FLOKI,C,LONG,2025-12-04 20:00:00+00:00,2025-12-05 08:00:00+00:00,4.82e-05,4.643e-05,4h,23,0.8958512698829448,0.872078868918574,5,2625.0000000000005,HARD_SL_HIT,3,12.0,-3.7522,-98.5,0.8959
464,ICP,B,LONG,2025-12-05 07:40:00+00:00,2025-12-05 08:55:00+00:00,3.639,3.601,5m,23,0.9129687652395511,0.8723881606079456,1,450.0,TREND_EXHAUSTION,15,1.25,-1.1242,-5.06,0.9699
463,XRP,A,SHORT,2025-12-04 23:40:00+00:00,2025-12-05 16:20:00+00:00,2.0968,2.0506,5m,200,0.9382507172914971,0.903471621530565,1,700.0000000000001,TIME_BARRIER,200,16.67,2.1234,14.86,0.9383
461,BNB,A,LONG,2025-12-04 19:30:00+00:00,2025-12-05 17:00:00+00:00,892.2,878.42,30m,175,0.9325532745474219,0.8868048406845244,3,2100.0000000000005,HARD_SL_HIT,43,21.5,-1.6245,-34.11,0.9326
467,ICP,B,SHORT,2025-12-05 16:25:00+00:00,2025-12-06 01:00:00+00:00,3.466,3.518,5m,114,0.9316441986559499,0.8866175735180726,1,450.0,HARD_SL_HIT,103,8.58,-1.5803,-7.11,0.9339
466,TRX,A,LONG,2025-12-05 09:00:00+00:00,2025-12-06 01:40:00+00:00,0.28652,0.28612,5m,42,0.8497498176960673,0.8893087631371099,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.2196,-1.54,0.9333
468,LTC,A,SHORT,2025-12-05 17:05:00+00:00,2025-12-06 09:45:00+00:00,80.69,80.53,5m,21,0.9460786018006129,0.9347678702403154,1,700.0000000000001,TIME_BARRIER,200,16.67,0.1183,0.83,0.9461
470,SOL,A,LONG,2025-12-06 01:45:00+00:00,2025-12-06 18:25:00+00:00,133.37,133.03,5m,49,0.9336917227706675,0.8729485510384442,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.3349,-2.34,0.9337
471,SEI,C,LONG,2025-12-06 10:00:00+00:00,2025-12-06 19:45:00+00:00,0.1268,0.1286,5m,20,0.8482708263592641,0.883462783499657,1,700.0000000000001,TREND_EXHAUSTION,117,9.75,1.3396,9.38,0.9505
472,SUI,C,LONG,2025-12-06 18:30:00+00:00,2025-12-07 11:10:00+00:00,1.5571,1.568,5m,39,0.935407530758223,0.922921483584881,1,700.0000000000001,TIME_BARRIER,200,16.67,0.62,4.34,0.9354
473,ATOM,B,SHORT,2025-12-06 19:50:00+00:00,2025-12-07 12:30:00+00:00,2.237,2.191,5m,20,0.9347991726504438,0.9335053999055696,1,600.0,TIME_BARRIER,200,16.67,1.9763,11.86,0.9712
474,XRP,A,SHORT,2025-12-07 11:15:00+00:00,2025-12-07 17:15:00+00:00,2.0318,2.0706,5m,92,0.8977025987814983,0.8788735319973692,1,700.0000000000001,HARD_SL_HIT,72,6.0,-1.9896,-13.93,0.8977
475,FET,B,SHORT,2025-12-07 12:35:00+00:00,2025-12-07 17:15:00+00:00,0.2303,0.2342,5m,149,0.9376099094439857,0.9104465008649942,1,600.0,HARD_SL_HIT,56,4.67,-1.7734,-10.64,0.9384
469,BTC,A,SHORT,2025-12-06 01:30:00+00:00,2025-12-07 17:30:00+00:00,89403.1,90904.2,30m,51,0.9308655453169049,0.8792005413942862,3,2100.0000000000005,HARD_SL_HIT,80,40.0,-1.759,-36.94,0.9309
476,LINK,A,LONG,2025-12-07 17:20:00+00:00,2025-12-07 18:25:00+00:00,13.824,14.109,5m,30,0.9228680140746148,0.8863945566038837,1,700.0000000000001,TREND_EXHAUSTION,13,1.08,1.9816,13.87,0.9519
478,ETH,A,LONG,2025-12-07 17:35:00+00:00,2025-12-07 18:30:00+00:00,3122.57,3135.4,5m,38,0.9388394900671129,0.9291943551726278,1,700.0000000000001,TREND_EXHAUSTION,11,0.92,0.3309,2.32,0.9643
480,INJ,B,LONG,2025-12-07 18:35:00+00:00,2025-12-07 21:40:00+00:00,5.648,5.541,5m,25,0.9413349576652541,0.9352747403292749,1,600.0,HARD_SL_HIT,37,3.08,-1.9745,-11.85,0.9413
479,GRT,B,LONG,2025-12-07 18:30:00+00:00,2025-12-07 21:45:00+00:00,0.04637,0.04558,5m,22,0.943382414403746,0.8907688553247751,1,600.0,HARD_SL_HIT,39,3.25,-1.7837,-10.7,0.9507
477,LTC,A,LONG,2025-12-07 17:20:00+00:00,2025-12-07 22:05:00+00:00,82.03,80.52,5m,32,0.8878603056920422,0.8973048987614242,1,700.0000000000001,HARD_SL_HIT,57,4.75,-1.9208,-13.45,0.9389
481,ETH,A,LONG,2025-12-07 21:45:00+00:00,2025-12-07 22:05:00+00:00,3105.84,3038.6,5m,89,0.8967915164011265,0.8759177654402259,1,700.0000000000001,HARD_SL_HIT,4,0.33,-2.245,-15.71,0.8968
482,SOL,A,LONG,2025-12-07 21:50:00+00:00,2025-12-07 22:05:00+00:00,133.45,130.73,5m,90,0.8762724112579655,0.8719501994177049,1,700.0000000000001,HARD_SL_HIT,3,0.25,-2.1182,-14.83,0.8763
483,BCH,A,SHORT,2025-12-07 22:15:00+00:00,2025-12-07 23:20:00+00:00,586.6,597.95,5m,20,0.9231416250898202,0.8757017553109114,1,700.0000000000001,HARD_SL_HIT,13,1.08,-2.0149,-14.1,0.9478
484,TRX,A,SHORT,2025-12-07 22:30:00+00:00,2025-12-08 00:45:00+00:00,0.2858,0.28722,5m,20,0.9030293712397266,0.870140134788328,1,700.0000000000001,TREND_EXHAUSTION,27,2.25,-0.5769,-4.04,0.949
486,BNB,A,SHORT,2025-12-07 23:25:00+00:00,2025-12-08 01:30:00+00:00,891.8,905.98,5m,40,0.8731091046888569,0.8859060505312807,1,700.0000000000001,HARD_SL_HIT,25,2.08,-1.67,-11.69,0.8815
485,BTC,A,SHORT,2025-12-07 22:35:00+00:00,2025-12-08 01:35:00+00:00,89991.5,91586.8,5m,23,0.9357121007313443,0.873411853684299,1,700.0000000000001,HARD_SL_HIT,36,3.0,-1.8527,-12.97,0.9357
487,SOL,A,SHORT,2025-12-08 00:50:00+00:00,2025-12-08 01:35:00+00:00,131.88,134.25,5m,78,0.8551377632006014,0.8830952252978185,1,700.0000000000001,HARD_SL_HIT,9,0.75,-1.8771,-13.14,0.8551
488,AR,B,LONG,2025-12-08 01:55:00+00:00,2025-12-08 11:50:00+00:00,3.991,4.079,5m,34,0.9329613880982074,0.8717473644255375,1,600.0,TREND_EXHAUSTION,119,9.92,2.125,12.75,0.9658
489,SUI,C,LONG,2025-12-08 01:55:00+00:00,2025-12-08 12:25:00+00:00,1.6131,1.6202,5m,20,0.875258103040488,0.8687976083745795,1,700.0000000000001,TREND_EXHAUSTION,126,10.5,0.3601,2.52,0.9608
490,FLOKI,C,LONG,2025-12-08 02:00:00+00:00,2025-12-08 15:00:00+00:00,4.591e-05,4.899e-05,5m,22,0.8451798243114347,0.8654575356572934,1,525.0000000000001,TREND_EXHAUSTION,156,13.0,6.6288,34.8,0.9537
492,ETH,A,LONG,2025-12-08 12:30:00+00:00,2025-12-08 15:40:00+00:00,3138.95,3090.97,5m,174,0.9120454392447375,0.9113113699818179,1,700.0000000000001,HARD_SL_HIT,38,3.17,-1.6085,-11.26,0.912
493,SOL,A,LONG,2025-12-08 15:05:00+00:00,2025-12-08 15:40:00+00:00,137.48,135.29,5m,200,0.9545381422550077,0.8778700303348116,1,700.0000000000001,HARD_SL_HIT,7,0.58,-1.673,-11.71,0.9545
495,WIF,C,LONG,2025-12-08 15:45:00+00:00,2025-12-09 03:15:00+00:00,0.3883,0.3815,5m,172,0.9510272975998227,0.9532203852158593,1,525.0000000000001,HARD_SL_HIT,138,11.5,-1.8312,-9.61,0.951
491,LTC,A,LONG,2025-12-08 11:55:00+00:00,2025-12-09 04:35:00+00:00,83.57,83.05,5m,167,0.9524095317246218,0.9405598652427375,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.7022,-4.92,0.9524
494,BCH,A,SHORT,2025-12-08 15:45:00+00:00,2025-12-09 08:25:00+00:00,588.68,574.35,5m,120,0.9381381171268415,0.8909227426820667,1,700.0000000000001,TIME_BARRIER,200,16.67,2.3543,16.48,0.9609
498,XRP,A,LONG,2025-12-09 08:30:00+00:00,2025-12-09 14:35:00+00:00,2.0584,2.0556,5m,24,0.9170257023155238,0.930068553178766,1,700.0000000000001,TREND_EXHAUSTION,73,6.08,-0.216,-1.51,0.9751
465,STX,B,SHORT,2025-12-05 09:00:00+00:00,2025-12-09 15:00:00+00:00,0.3067,0.3134,1h,31,0.952913794341134,0.9338926619386549,5,3000.0,HARD_SL_HIT,102,102.0,-2.2645,-67.94,0.963
496,SOL,A,SHORT,2025-12-09 03:20:00+00:00,2025-12-09 15:35:00+00:00,132.55,134.88,5m,200,0.9483324901930003,0.9557301755693479,1,700.0000000000001,HARD_SL_HIT,147,12.25,-1.8378,-12.86,0.9483
499,ETH,A,SHORT,2025-12-09 14:40:00+00:00,2025-12-09 15:35:00+00:00,3111.02,3165.77,5m,23,0.9055837748406941,0.8865905688236789,1,700.0000000000001,HARD_SL_HIT,11,0.92,-1.8399,-12.88,0.9056
500,BNB,A,SHORT,2025-12-09 15:05:00+00:00,2025-12-09 15:45:00+00:00,889.62,903.57,5m,200,0.9103249205611675,0.9288363925431987,1,700.0000000000001,HARD_SL_HIT,8,0.67,-1.6481,-11.54,0.9103
501,LINK,A,LONG,2025-12-09 15:40:00+00:00,2025-12-09 16:10:00+00:00,14.022,14.727,5m,20,0.8975667062862164,0.8695586365506154,1,700.0000000000001,TREND_EXHAUSTION,6,0.5,4.9478,34.63,0.9506
503,BTC,A,LONG,2025-12-09 15:50:00+00:00,2025-12-09 16:15:00+00:00,91917.3,93309.9,5m,20,0.8561261254651693,0.8934846226048646,1,700.0000000000001,TREND_EXHAUSTION,5,0.42,1.4351,10.05,0.969
504,INJ,B,LONG,2025-12-09 17:20:00+00:00,2025-12-09 18:45:00+00:00,6.091,5.994,5m,32,0.982492546663264,0.9829735490319813,1,600.0,HARD_SL_HIT,17,1.42,-1.6725,-10.04,0.9825
505,FLOKI,C,LONG,2025-12-09 17:30:00+00:00,2025-12-09 18:45:00+00:00,5.271e-05,5.188e-05,5m,75,0.9673388893963076,0.9592945552156232,1,525.0000000000001,HARD_SL_HIT,15,1.25,-1.6547,-8.69,0.9673
506,XRP,A,LONG,2025-12-09 18:50:00+00:00,2025-12-09 20:20:00+00:00,2.1448,2.1092,5m,62,0.8786458949261953,0.8819843362578779,1,700.0000000000001,HARD_SL_HIT,18,1.5,-1.7398,-12.18,0.8786
497,TRX,A,SHORT,2025-12-09 04:40:00+00:00,2025-12-09 21:20:00+00:00,0.28099,0.28303,5m,200,0.9458749303444438,0.930360203105881,1,700.0000000000001,TIME_BARRIER,200,16.67,-0.806,-5.64,0.9459
507,FET,B,LONG,2025-12-09 18:50:00+00:00,2025-12-09 21:50:00+00:00,0.2602,0.256,5m,113,0.9387235815434027,0.8943692737166805,1,600.0,HARD_SL_HIT,36,3.0,-1.6941,-10.16,0.9387
502,BCH,A,LONG,2025-12-09 15:40:00+00:00,2025-12-10 03:15:00+00:00,583.2,571.98,5m,75,0.8797027596363859,0.8901358245914475,1,700.0000000000001,HARD_SL_HIT,139,11.58,-2.0039,-14.03,0.9171
511,SOL,A,SHORT,2025-12-10 03:20:00+00:00,2025-12-10 04:35:00+00:00,137.69,139.78,5m,130,0.9300206927744802,0.8870055619769163,1,700.0000000000001,HARD_SL_HIT,15,1.25,-1.5979,-11.19,0.93
510,ETH,A,SHORT,2025-12-09 21:55:00+00:00,2025-12-10 09:45:00+00:00,3285.5,3334.86,5m,45,0.9177192623758228,0.9000631079206035,1,700.0000000000001,HARD_SL_HIT,142,11.83,-1.5824,-11.08,0.9271
512,BCH,A,SHORT,2025-12-10 04:40:00+00:00,2025-12-10 12:10:00+00:00,561.98,571.82,5m,56,0.9081908408484586,0.8742023758921131,1,700.0000000000001,HARD_SL_HIT,90,7.5,-1.831,-12.82,0.9088
508,BTC,A,LONG,2025-12-09 20:25:00+00:00,2025-12-10 13:05:00+00:00,92883.0,91991.0,5m,124,0.8884684347209441,0.8831794860260067,1,700.0000000000001,TIME_BARRIER,200,16.67,-1.0403,-7.28,0.9301
