trade_id,asset,group,direction,entry_ts,exit_ts,entry_price,exit_price,best_tf,best_period,confidence,pvt_r,leverage,position_usd,hard_sl,exit_reason,bars_held,duration_hours,pnl_pct,pnl_usd,peak_r
54,BNB,A,SHORT,2025-11-03 12:00:00+00:00,2025-11-03 12:30:00+00:00,1023.26,1007.9373804800247,30m,29,0.976041374874794,0.9633722879007617,5,3500.0000000000005,1053.2389285714287,ADAPTIVE_TRAIL_HIT,1,0.5,7.4872,257.85,0.9625
55,ATOM,B,SHORT,2025-11-03 12:00:00+00:00,2025-11-03 12:30:00+00:00,2.776,2.7466485339387927,30m,28,0.9555304791202828,0.95353720093561,5,3000.0,2.8551071428571424,ADAPTIVE_TRAIL_HIT,1,0.5,5.2866,155.0,0.9479
56,BNB,A,SHORT,2025-11-03 13:00:00+00:00,2025-11-03 13:30:00+00:00,1013.44,1006.1995963931226,30m,32,0.966895311888071,0.9560507369748251,5,3500.0000000000005,1043.4816071428572,ADAPTIVE_TRAIL_HIT,1,0.5,3.5722,120.83,0.9596
57,ATOM,B,SHORT,2025-11-03 13:00:00+00:00,2025-11-03 13:30:00+00:00,2.767,2.739602299490905,30m,30,0.9564078103845618,0.9534511191653952,5,3000.0,2.8411071428571426,ADAPTIVE_TRAIL_HIT,1,0.5,4.9508,144.92,0.9435
58,BNB,A,SHORT,2025-11-03 14:00:00+00:00,2025-11-03 14:30:00+00:00,1018.21,1005.8384696761426,30m,35,0.9639887164880884,0.9522647763007706,5,3500.0000000000005,1046.5244642857144,ADAPTIVE_TRAIL_HIT,1,0.5,6.0751,208.43,0.9496
59,ATOM,B,SHORT,2025-11-03 14:00:00+00:00,2025-11-03 14:30:00+00:00,2.773,2.7366003979545495,30m,32,0.9528755101817045,0.9483001574326336,5,3000.0,2.842107142857143,ADAPTIVE_TRAIL_HIT,1,0.5,6.5632,193.3,0.9327
60,BNB,A,SHORT,2025-11-03 15:00:00+00:00,2025-11-03 16:00:00+00:00,986.67,995.8014982834102,30m,38,0.9546705677267138,0.9449285017728608,5,3500.0000000000005,1014.5805357142857,ADAPTIVE_TRAIL_HIT,2,1.0,-4.6274,-166.16,0.9559
61,FET,B,SHORT,2025-11-03 16:00:00+00:00,2025-11-03 16:05:00+00:00,0.2087,0.2070900720881429,5m,20,0.9640204291449014,0.8823311801636653,5,3000.0,0.2172892857142857,ADAPTIVE_TRAIL_HIT,1,0.08,3.857,112.11,0.9571
62,THETA,B,SHORT,2025-11-03 16:00:00+00:00,2025-11-03 16:05:00+00:00,0.4121,0.41172199748697824,5m,20,0.9117775519764869,0.8479488022211863,3,1800.0,0.42963571428571434,ADAPTIVE_TRAIL_HIT,1,0.08,0.2752,2.79,0.9395
63,TRX,A,SHORT,2025-11-03 17:00:00+00:00,2025-11-03 17:05:00+00:00,0.28611,0.285585729498366,5m,32,0.9284627037261659,0.8916466411235504,3,2100.0000000000005,0.28963160714285713,ADAPTIVE_TRAIL_HIT,1,0.08,0.5497,9.02,0.9312
64,TRX,A,SHORT,2025-11-03 18:00:00+00:00,2025-11-03 18:05:00+00:00,0.28528,0.28470433305019166,5m,49,0.9311036686644627,0.8809723858620924,3,2100.0000000000005,0.2875317857142857,ADAPTIVE_TRAIL_HIT,1,0.08,0.6054,10.19,0.9326
65,LTC,A,SHORT,2025-11-03 19:00:00+00:00,2025-11-03 19:30:00+00:00,87.75,87.97612182672296,30m,45,0.9581189033258688,0.8832262103545075,5,3500.0000000000005,92.35107142857143,ADAPTIVE_TRAIL_HIT,1,0.5,-1.2884,-49.3,0.9618
66,TRX,A,SHORT,2025-11-03 19:00:00+00:00,2025-11-03 19:05:00+00:00,0.28325,0.2828289545477957,5m,61,0.9572920877819964,0.8935019193141338,5,3500.0000000000005,0.28550875,ADAPTIVE_TRAIL_HIT,1,0.08,0.7432,21.81,0.9578
67,TRX,A,SHORT,2025-11-03 20:00:00+00:00,2025-11-03 20:30:00+00:00,0.28349,0.28232287043993626,30m,22,0.9532254331529371,0.9343022020742854,5,3500.0000000000005,0.2897416071428571,ADAPTIVE_TRAIL_HIT,1,0.5,2.0585,67.85,0.9578
68,TRX,A,SHORT,2025-11-03 21:00:00+00:00,2025-11-03 21:05:00+00:00,0.28249,0.28244631528773284,5m,143,0.9624297923944843,0.9433317888648851,5,3500.0000000000005,0.2847464285714286,ADAPTIVE_TRAIL_HIT,1,0.08,0.0773,-1.49,0.9628
69,TRX,A,SHORT,2025-11-03 22:00:00+00:00,2025-11-03 22:05:00+00:00,0.28183,0.28155429538219634,5m,155,0.967027750953211,0.9468260901394151,5,3500.0000000000005,0.2841676785714286,ADAPTIVE_TRAIL_HIT,1,0.08,0.4891,12.92,0.967
70,TRX,A,SHORT,2025-11-03 23:00:00+00:00,2025-11-03 23:05:00+00:00,0.28139,0.28077056555862084,5m,168,0.9698021592077442,0.9469398254403971,5,3500.0000000000005,0.2828919642857143,ADAPTIVE_TRAIL_HIT,1,0.08,1.1007,34.32,0.9699
71,TRX,A,SHORT,2025-11-04 00:00:00+00:00,2025-11-04 00:05:00+00:00,0.28121,0.2799908011342527,5m,180,0.9725387917534681,0.9473522877750384,5,3500.0000000000005,0.2825657142857143,ADAPTIVE_TRAIL_HIT,1,0.08,2.1678,71.67,0.9718
72,ATOM,B,SHORT,2025-11-04 00:00:00+00:00,2025-11-04 00:30:00+00:00,2.5,2.5067752512367036,30m,52,0.9745201258427061,0.882108050116501,5,3000.0,2.6025,ADAPTIVE_TRAIL_HIT,1,0.5,-1.3551,-44.25,0.9748
73,TRX,A,SHORT,2025-11-04 01:00:00+00:00,2025-11-04 01:05:00+00:00,0.2806,0.27941518524939696,5m,192,0.9710558816357834,0.9450984376087262,5,3500.0000000000005,0.28235732142857145,ADAPTIVE_TRAIL_HIT,1,0.08,2.1112,69.69,0.9703
74,ATOM,B,SHORT,2025-11-04 01:00:00+00:00,2025-11-04 01:30:00+00:00,2.506,2.4914023895540094,30m,54,0.9768040669797832,0.8930430070125848,5,3000.0,2.602785714285714,ADAPTIVE_TRAIL_HIT,1,0.5,2.9125,83.78,0.9764
75,ATOM,B,SHORT,2025-11-04 02:00:00+00:00,2025-11-04 02:30:00+00:00,2.505,2.4786650933893934,30m,56,0.9783498736302335,0.9012850621352274,5,3000.0,2.5925,ADAPTIVE_TRAIL_HIT,1,0.5,5.2565,154.09,0.9769
76,ATOM,B,SHORT,2025-11-04 03:00:00+00:00,2025-11-04 03:30:00+00:00,2.525,2.4709522349780224,30m,58,0.9788225277441293,0.907349832365763,5,3000.0,2.610178571428571,ADAPTIVE_TRAIL_HIT,1,0.5,10.7025,317.48,0.9745
77,ICP,B,LONG,2025-11-04 04:00:00+00:00,2025-11-04 04:05:00+00:00,4.926,4.970350759268446,5m,28,0.986232061252998,0.9656069960194883,5,2250.0,4.606892857142857,ADAPTIVE_TRAIL_HIT,1,0.08,4.5017,98.59,0.9844
78,ICP,B,LONG,2025-11-04 05:00:00+00:00,2025-11-04 05:05:00+00:00,5.159,5.281216133110274,5m,43,0.9817297034769696,0.9717030669581712,5,2250.0,4.855785714285714,ADAPTIVE_TRAIL_HIT,1,0.08,11.8449,263.81,0.9806
79,ICP,B,LONG,2025-11-04 06:00:00+00:00,2025-11-04 06:05:00+00:00,4.93,5.107612399141985,5m,84,0.9296428578676184,0.8853023755865396,3,1350.0,4.62125,ADAPTIVE_TRAIL_HIT,1,0.08,10.8081,144.29,0.9267
80,SOL,A,SHORT,2025-11-04 08:00:00+00:00,2025-11-04 08:30:00+00:00,158.94,159.59232724957914,30m,73,0.9539405386963158,0.9392486895593438,5,3500.0000000000005,166.13642857142858,ADAPTIVE_TRAIL_HIT,1,0.5,-2.0521,-76.02,0.9568
81,WIF,C,SHORT,2025-11-04 08:00:00+00:00,2025-11-04 08:30:00+00:00,0.4201,0.4184851603206241,30m,71,0.9681856745933911,0.924618755433575,5,2625.0000000000005,0.4473535714285714,ADAPTIVE_TRAIL_HIT,1,0.5,1.922,45.73,0.9696
82,APT,C,SHORT,2025-11-04 08:00:00+00:00,2025-11-04 08:30:00+00:00,2.6711,2.6469209385259744,30m,72,0.9675926123283228,0.9199784007227978,5,3500.0000000000005,2.826589285714286,ADAPTIVE_TRAIL_HIT,1,0.5,4.526,154.21,0.9685
83,ETH,A,SHORT,2025-11-04 09:00:00+00:00,2025-11-04 11:00:00+00:00,3489.24,3518.8072448212997,30m,105,0.9523531526043116,0.9210582339004173,5,3500.0000000000005,3614.9499999999994,ADAPTIVE_TRAIL_HIT,4,2.0,-4.2369,-152.49,0.9577
84,SOL,A,SHORT,2025-11-04 09:00:00+00:00,2025-11-04 09:30:00+00:00,159.54,159.04071053896817,30m,75,0.9573635689557124,0.9432450873353568,5,3500.0000000000005,167.08464285714285,ADAPTIVE_TRAIL_HIT,1,0.5,1.5648,50.57,0.9587
85,ICP,B,LONG,2025-11-04 09:00:00+00:00,2025-11-04 09:05:00+00:00,5.217,5.260396461536803,5m,151,0.9314024853399643,0.8698144301094246,3,1350.0,4.993071428571429,ADAPTIVE_TRAIL_HIT,1,0.08,2.4955,32.07,0.9333
86,APT,C,SHORT,2025-11-04 09:00:00+00:00,2025-11-04 09:30:00+00:00,2.6933,2.637487164701733,30m,74,0.9687952977452137,0.9233041482828533,5,3500.0000000000005,2.8491375,ADAPTIVE_TRAIL_HIT,1,0.5,10.3614,358.45,0.9678
